Authors	Title	Citation	DOI	Year	Month	0	1	2	3	Score	FINDINGS	Reported	Correction Date	Retraction	Correction	No Action	SUM  Completed	First_Author	Last_author	Duration in Career	Highest Degree Obtained	Degree Area	Publication Rate	Other Journals Published in	University_name	Type	Established	Academic_staff	Students	No_in_lab	Country	Latitude	Longitude	Campus	world_rank	teaching	international	research	citations	income	student_staff_ratio	international_students	female_male_ratio	pop_density_map.png	privacy_map.jpg	english_language_map.png	Grover identified falsification
Vicente Ramrez,  Ana Lpez, Brigitte Mauch-Mani, Ma Jos Gil, Pablo Vera_	An Extracellular Subtilase Switch for Immune Priming in Arabidopsis	PLOS Pathogens, June 2013 | Volume 9 | Issue 6 | e1003445	10.1371/journal.ppat.1003445	2013	06-Jun			1		3	Duplicated/stretched images of a leaf, duplicated gel panels	1	11-02-2016		1		1	Vicente Ramrez	Pablo Vera_	9	PhD	biochemistry	4	PloS Genetics	Heinrich Heine University	Public	1965	3534	32069	9.074419921	Germany	51.19027	6.794167											0	0	0	Original
Haitao Wei, Song Wang, Qinghuang Chen, Yuhai Chen, Xiaojuan Chi, Lianfeng Zhang, Shile Huang, George F. Gao, Ji-Long Chen	Suppression of Interferon Lambda Signaling by SOCS-1 Results in Their Excessive Production during Influenza Virus Infection	PLOS Pathogens, January 2014 | Volume 10 | Issue 1 | e1003845	10.1371/journal.ppat.1003845	2014	01-Jan			1		3	Duplicated blot panels, shifted	1	1/14/2016		1		1	Haitao Wei	Ji-Long Chen	6	PhD	microbiology	2	Veterinary	Chinese Academy of Sciences		1949	0	0	0	China	39.91151	116.36027											0	0	0	Original
Meleri Jones, Inga R. Dry, Dan Frampton, Manuraj Singh, Ravinder K. Kanda, Michael B. Yee, Paul Kellam, Michael Hollinshead, Paul R. Kinchington, Edel A. OÕToole, Judith Breuer 	RNA-seq Analysis of Host and Viral Gene Expression Highlights Interaction between Varicella Zoster Virus and Keratinocyte Differentiation	PLOS Pathogens, January 2014 | Volume 10 | Issue 1 | e1003896	10.1371/journal.ppat.1003896	2014	01-Jan			1		3	Duplicated shifted blot panel	1	7/22/2014		1		1	Meleri Jones	Judith Breuer	20	PhD	biology	1.5	microbiology	University College London	Public	1826	7700	41180	5.34805195	UK	51.5247222	0.13333333	Urban	14	78.1	94.4	91	94.2	40.5	10.7	0.46	2.363888889	5	3	0	Original
Miti Jearaphunt, Chadanat Noonin, Pikul Jiravanichpaisal, Seiko Nakamura, Anchalee Tassanakajon, Irene So_derhll, Kenneth Sderhllati	Caspase-1-Like Regulation of the proPO-System and Role of ppA and Caspase-1-Like Cleaved Peptides from proPO in Innate Immunity	PLOS Pathogens 2014, April 2014 | Volume 10 | Issue 4 | e1004059, doi:10.1371/journal.ppat.1004059	10.1371/journal.ppat.1004059	2014	04-Apr		1			2	Duplicated microscopy panels	1	5/20/2016		1		1	Miti Jearaphunt	Kenneth S¬öderh¬ällati	6	PhD	biology	0.5	microbiology	Uppsala University	Public	1477	4707	42559	9.04164011	Sweden	-59.8575	-17.628889	Urban	81	44.1	59.6	61	80.9	39.5	18.2	0.12	2.404861111	0	0	2	Original
Niyas Kudukkil Pulloor, Sajith Nair, Aleksandar D. Kostic, Pradeep Bist, Jeremy D. Weaver, Andrew M. Riley, Richa Tyagi, Pradeep D. Uchil, John D. York, Solomon H. Snyder, Adolfo Garcõ__a-Sastre, Barry V. L. Potter, Rongtuan Lin, Stephen B. Shears, Ramnik J. Xavier, Manoj N. Krishnan	Human Genome-Wide RNAi Screen Identifies an Essential Role for Inositol Pyrophosphates in Type-I Interferon Response	PLOS Pathogens, February 2014 | Volume 10 | Issue 2 | e1003981	10.1371/journal.ppat.1003981	2014	02-Feb			1		3	Duplicated, and shifted western blot panels	1	10/23/2014		1		1	Niyas Kudukkil Pulloor	Manoj N. Krishnan	30	PhD	biology	3.5	genetics	DUKE-NUS Graduate Medical School	Graduate	2005	0	0	0	Singapore	0	0											0	0	0	Original
Verity G. Kew, Jinxiang Yuan, Jeffery Meier, Matthew B. Reeves	Mitogen and Stress Activated Kinases Act Co-operatively with CREB during the Induction of Human Cytomegalovirus Immediate-Early Gene Expression from Latency	PLOS Pathogens,  June 2014 | Volume 10 | Issue 6 | e1004195	10.1371/journal.ppat.1004195	2014	06-Jun			1		3	Rotated western blot	1	09-05-2014		1		1	Verity G. Kew	Matthew B. Reeves	18	PhD	microbiology	2.7	virology	University of Cambridge	Public	1209	7913	22579	2.85340579	UK	-52.205278	-0.1172222	College Town	4	88.2	91.5	96.7	97	55	11.8	0.34	1.954166667	0	0	0	Original
Michelle Khai Khun Yap, Nget Hong Tan, Si Mui Sim, Shin Yee Fung, Choo Hock Tan	Pharmacokinetics of Naja sumatrana (Equatorial Spitting Cobra) Venom and Its Major Toxins in Experimentally Envenomed Rabbits	PLOS Neglected Tropical Diseases June 2014 | Volume 8 | Issue 6 | e28901	10.1371/journal.pntd.0002890	2014	01-Jan				1	4	duplicated, stretched blot panels with duplicated area within blot	1	9/30/2014		1		1	Michelle Khai Khun Yap	Choo Hock Tan	19	PhD	biology	1.9	molecular biology	University of Malaya	Public	2005	2270	21055	9.2753304	Malaysia	-3.1208333	-101.65639											5	0	2	Original
Jianming Chen, Julian I. Rood, and Bruce A. McClane	Epsilon-Toxin Production by Clostridium perfringens Type D Strain CN3718 Is Dependent upon the agr Operon but Not the VirS/VirR Two-Component Regulatory System	mBio 2(6):  2011	10.1128/mBio.00275-11	2011	mBio			1		3	Overlapping microscopy images, multiple times	1	1/27/2015		1		1	Jianming Chen	Bruce A. McClane	15	PhD	microbiology	2.1	genetics	University of Pittsburgh School of Medicine	Public	1883	2264	0	0	United States	-40.443056	79.9613889	Urban										0	0	0	Original
Doblin Sandai, Yin Zhikang, Laura Selway, David Stead, Janet Walker, Michelle D. Leach, Iryna Bohovych, Iuliana V. Ene, Stavroula Kastora, Susan Budge, Carol A. Munro, Frank C. Odds, Neil A. R. Gow, and Alistair J. P. Brown	The Evolutionary Rewiring of Ubiquitination Targets Has Reprogrammed the Regulation of Carbon Assimilation in the Pathogenic Yeast Candida albicans	mBio 3(6): 2012	10.1128/mBio.00495-12	2012	mBio		1			2	Duplicated western blots	1	1/20/2015		1		1	Doblin Sandai	Alistair J. P. Brown	9	PhD	microbiology	3.88	medicine	University of Aberdeen	Public	1495	1086	14775	13.6049724	UK	-57.165	2.1	College Town	172	29.7	91.4	31.4	82.6	43.1	15.8	0.33	2.281944444	0	0	0	Original
Anusha M. Gopalakrishnan, and Nirbhay Kumar	Opposing Roles for Two Molecular Forms of Replication Protein A in Rad51-Rad54-Mediated DNA Recombination in Plasmodium falciparum	mBio 4(3): 2013	10.1128/mBio.00252-13	2013	mBio			1		3	Duplicated agarose gel panels	1	02-03-2015		1		1	Anusha M. Gopalakrishnan	Nirbhay Kumar	17	PhD	Philosophy	1.29	medicine	Tulane University	Private	1834	1200	14062	11.7183333	United States	-29.933333	90.1166667	Urban	276	39.1	35.3	19.3	67.8	32.4	8.4	0.08	2.363888889	0	0	0	Original
Christopher W. Cutler, Paul I. Eke, Caroline A. Genco, Thomas E. Van Dyke, and Roland R. Arnold	Hemin-Induced Modifications of the Antigenicity and Hemin-Binding Capacity of Porphyromonas gingivalis Lipopolysaccharide	Infect. Immun. June 1996, p. 2282Ð2287 Vol. 64, No. 6	PMID: 8675338	1996	IAI				1	4	Cut, and duplicated SDS PAGE parts	1				1	1	Christopher W. Cutler	Rol R. Arnold	30	PhD	microbiology	3	cell biology	Augusta University	Public	1828	1643	9000	5.47778454	United States	-33.471667	81.9888889	Urban										0	0	0	Original
Brenda A. Wilson, Virgilio G. Ponferrada, Jefferson E. Vallence, and Mengfei Ho	Localization of the Intracellular Activity Domain of Pasteurella multocida Toxin to the N Terminus	Infection, and Immunity, Jan. 1999, p. 80Ð87 Vol. 67, No. 1	PMID: 9864199	1999	IAI		1			2	Identical microscopy panels, might be error	1				1	1	Brenda A. Wilson	Mengfei Ho	50	PhD	Chemistry	3.06	cell biology	University of Illinois at Urbana-Champaign	Public	1867	2548	51196	20.0926217	United States	-40.110556	88.2283333	Urban	36	64.5	45.8	81.2	86.8	52.8	18.7	0.2	1.995138889	0	0	0	Original
S. Jeyaseelan, S.L. Hsuan, M.S. Kannan, B. Walcheck, J.F. Wang, M.E. Kehrli, E.T. Lally, G.C. Sieck, and S.K. Maheswaran	Lymphocyte Function-Associated Antigen 1 Is a Receptor for Pasteurella haemolytica Leukotoxin in Bovine Leukocytes	Infection, and Immunity, Jan. 2000, p. 72Ð79 Vol. 68, No. 1	10.1128/IAI.68.1.72-79.2000	2000	IAI			1		3	Multiple cases of shifted or duplicated blot panels	1				1	1	S. Jeyaseelan	S.K. Maheswaran	21	PhD	Veterinary Medicine	6.095238095	pathobiology	University of Minnesota	Public	1851	3804	47783	12.5612513	United States	-44.974722	93.2352778	Urban	65	53.5	35.3	61	88	98.5	18	0.13	2.2	0	3	0	Original
S. Jeyaseelan, M.S. Kannan, R.E. Briggs, P. Thumbikat, and S.K. Maheswaran	Mannheimia haemolytica Leukotoxin Activates a Nonreceptor Tyrosine Kinase Signaling Cascade in Bovine Leukocytes, Which Induces Biological Effects	Infection, and Immunity, Oct. 2001, p. 6131Ð6139 Vol. 69, No. 10	10.1128/IAI.69.10.6131Ð6139.2001	2001	IAI				1	4	Multiple cases of shifted or duplicated blot panels	1				1	1	S. Jeyaseelan	S.K. Maheswaran	21	PhD	Veterinary Medicine	6.095238095	pathobiology	University of Minnesota	Public	1851	3804	47783	12.5612513	United States	-44.974722	93.2352778	Urban	65	53.5	35.3	61	88	98.5	18	0.13	2.2	0	3	0	Original
Nobuo Okahashi, Atsuo Sakurai, Ichiro Nakagawa, Taku Fujiwara, Shigetada Kawabata, Atsuo Amano, and Shigeyuki Hamada	Infection by Streptococcus pyogenes Induces the Receptor Activator of NF-__B Ligand Expression in Mouse Osteoblastic Cells	Infect. Immun. Feb. 2003, p. 948Ð955 Vol. 71, No. 2	10.1128/IAI.71.2.948-955.2003	2003	IAI		1			2	duplicated blots, two sets	1				1	1	Nobuo Okahashi	Shigeyuki Hamada	27	PhD	biology	4.3703	molecular biology	Osaka University	Public	1724	3541	25784	7.28155888	Japan	-34.819167	-135.52667	Suburban	276	46.8	26.6	45.2	37.4	76.1	7.8	0.09	31 : 69	0	0	0	Original
Stephanie Dahan, Guillaume Dalmasso, Veronique Imbert, Jean-Francois Peyron, Patrick Rampal, and Dorota Czerucka	Saccharomyces boulardii Interferes with Enterohemorrhagic Escherichia coli-Induced Signaling Pathways in T84 Cells	Infection and Immunity 73: Feb. 2003, p. 766Ð773	10.1128/IAI.71.2.766Ð773.2003	2003	IAI			1		3	multiple cases of duplicated bands within same blot	1				1	1	Stephanie Dahan	Dorota Czerucka	30	PhD	biology	1.7	cell biology	University of Nice Sophia Antipolis	Public	1965	1575	25049	15.90412698	France	28.5391667	33.9752778		451	21.4	79.5	16.1	53.7	28.5	20.3	0.22	2.363888889	2	0	1	Original
Laura W. Schrum, Ian Marriott, Betsy R. Butler, Elaine K. Thomas, Michael C. Hudson, and Kenneth L. Bost	Functional CD40 Expression Induced following Bacterial Infection of Mouse and Human Osteoblast	Infect. Immun. Mar. 2003, p. 1209Ð1216	10.1128/IAI.71.3.1209Ð1216.2003	2003	IAI		1			2	duplicated microscopoy images	1				1	1	Laura W. Schrum	Kenneth L. Bost	28	PhD	biology	2.7	internal medicine	University of North Carolina at Charlotte	Public	1946	1456	29710	20.40521978	United States	35.303556	-80.732381	College Town										0	0	0	Original
Sen Rong Yan, Gefei Qing, David M. Byers, Andrew W. Stadnyk, Walla Al-Hertani, and Robert Bortolussi	Role of MyD88 in Diminished Tumor Necrosis Factor Alpha Production by Newborn Mononuclear Cells in Response to Lipopolysaccharide	Infect. Immun. Mar. 2004, p. 1223Ð1229 Vol. 72, No. 3	10.1128/IAI.72.3.1223-1229.2004	2004	IAI			1		3	Mirrored blot	1				1	1	Sen Rong Yan	Robert Bortolussi	18	PhD	pathology	0.5	molecular biology	University of Pittsburgh	Public	1787	5240	28391	5.41812977	United States	-40.444444	79.9533333	Urban	79	50.6	33.9	50.3	92.3	39.3	5.8	0.1	2.159027778	1	0	0	Original
Peter L. W. Yun, Arthur A. Decarlo, Cheryl C. Chapple, and Neil Hunter	Functional Implication of the Hydrolysis of Platelet Endothelial Cell Adhesion Molecule 1 (CD31) by Gingipains of Porphyromonas gingivalis for the Pathology of Periodontal Disease	Infect. Immun. Mar. 2005, p. 1386Ð1398 Vol. 73, No. 3	10.1128/IAI.73.3.1386-1398.2005	2005	IAI			1		3	Overlapping microscopy panels	1				1	1	Peter L. W. Yun	Neil Hunter	7	PhD	molecular biology	0.7	cell biology	Westmead Hospital			0	0	0	Australia	33.8044444	-150.98861											0	0	0	Original
Samithamby Jeyaseelan, Hong Wei Chu, Scott K. Young, Mason W. Freeman, and G. Scott Worthen	Distinct Roles of Pattern Recognition Receptors CD14 and Toll-Like Receptor 4 in Acute Lung Injury	Infection, and Immunity, Mar. 2005, p. 1754Ð1763 Vol. 73, No. 3	10.1128/IAI.73.3.1754Ð1763.2005	2005	IAI			1		3	Overlapping microscopy panels	1				1	1	Samithamby Jeyaseelan	G. Scott Worthen	21	PhD	Veterinary Medicine	6.09	pathobiology	University of Colorado Boulder	Public	1876	9160	35528	3.87860262	United States	-39.745278	104.983333	Urban	127	39.7	36.6	37.6	96.4	35.7	16.1	0.08	1.913194444	0	0	0	Original
Ellen J. Beswick, Irina V. Pinchuk, Kyle Minch, Giovanni Suarez, Johanna C. Sierra, Yoshio Yamaoka, and Victor E. Reyes	The Helicobacter pylori Urease B Subunit Binds to CD74 on Gastric Epithelial Cells and Induces NF-__B Activation and Interleukin-8 Production	Infect. Immun. Feb. 2006, p. 1148Ð1155 Vol. 74, No. 2	10.1128/IAI.74.2.1148-1155.2006	2006	IAI		1			2	Duplicated blot panel within other panel	1				1	1	Ellen J. Beswick	Victor E. Reyes	13	PhD	molecular biology	6	Gastroenterology	Baylor College of Medicine	Private	1900	4539	0	0	United States	-29.710556	95.3963889	Urban										5	0	2	Original
Catherine J. Hunter, Monica Williams, Mikael Petrosyan, Yigit Guner, Rahul Mittal, Dennis Mock, Jeffrey S. Upperman, Henri R. Ford, and Nemani V. Prasadarao	Lactobacillus bulgaricus Prevents Intestinal Epithelial Cell Injury Caused by Enterobacter sakazakii-Induced Nitric Oxide both In Vitro and in the Newborn Rat Model of Necrotizing Enterocolitis__	Infect. Immun. Mar. 2009, p. 1031Ð1043 Vol. 77, No. 3	10.1128/IAI.01192-08	2009	IAI			1		3	Overlapping microscopy, mirrored blot panels, multiple cases	1				1	1	Catherine J. Hunter	Nemani V. Prasadarao	12	PhD	biology	0.5	cell biology	University of Southern California	Private	1880	4451	45687	10.264435	United States	-34.021667	118.285278	Urban	68	49.3	56.3	58.9	93	38	12.9	0.2	2.2	0	0	0	Original
Suleyman Felek, and Eric S. Krukonis	The Yersinia pestis Ail Protein Mediates Binding and Yop Delivery to Host Cells Required for Plague Virulence__	Infection, and Immunity, Feb. 2009, p. 825Ð836 Vol. 77, No. 2	10.1128/IAI.00913-08	2009	IAI			1		3	Mirrored microscopy image	1				1	1	Suleyman Felek	Eric S. Krukonis	10	PhD	biology	11.5	medicine	University of Michigan School of Dentistry	Public	1875	425	693	1.63058824	United States	42.276944	-83.738056											0	0	0	Original
Paola Massari, Jay Gunawardana, Xiuping Liu, and Lee M. Wetzler	Meningococcal Porin PorB Prevents Cellular Apoptosis in a Toll-Like Receptor 2- and NF-__B-Independent Manner__	Infect. Immun. Mar. 2010, p. 994Ð1003 Vol. 78, No. 3	10.1128/IAI.00156-09	2010	IAI			1		3	Duplicated blot panels, different exposure	1	07-08-2015		1		1	Paola Massari	Lee M. Wetzler	26	PhD	molecular biology	2.5	cell biology	Boston University School of Medicine	Private	1848	1182	729	0.61675127	United States	-42.336111	71.0727778	Urban										0	0	0	Original
Min-Hee Cho, Hae-Jeong Ahn, Hyun-Joon Ha, Jungchan Park, Jeong-Hoon Chun, Bong-Su Kim, Hee-Bok Oh, and Gi-eun Rhie	Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiated THP-1 and Human Monocyte-Derived Dendritic Cells__	Infect. Immun. Mar. 2010, p. 994Ð1003 Vol. 78, No. 3	10.1128/IAI.00956-09	2010	IAI			1		3	Multiple cases of duplicated blots, stretched	1				1	1	Min-Hee Cho	Gi-eun Rhie	11	PhD	biology	0.8181	bacteriology	National Institute of Health			0	0	0		0	0											0	0	0	Original
Yuan Du, Tomomi Hashizume, Tomoko Kurita-Ochiai, Satoshi Yuzawa, Yoshimitsu Abiko, and Masafumi Yamamoto	Nasal Immunization with a Fusion Protein Consisting of the Hemagglutinin A Antigenic Region and the Maltose-Binding Protein Elicits CD11c__ CD8__ Dendritic Cells for Induced Long-Term Protective Immunity__	Infect. Immun. Feb. 2011, p. 895Ð904 Vol. 79, No. 2	10.1128/IAI.01203-10	2011	IAI		1			2	Duplicated FACS plots, multiple cases	1	10/15/2015		1		1	Yuan Du	Masafumi Yamamoto	10	PhD	biology	0.5	microbiology	Nihon University	Private	1889	0	0	0	Japan	-35.691111	-139.7375											1	0	0	Original
Eva Hervet, Xavier Charpentier, Anne Vianney, Jean-Claude Lazzaroni, Christophe Gilbert, Daniele Atlan, and Patricia Doublet	Protein Kinase LegK2 Is a Type IV Secretion System Effector Involved in Endoplasmic Reticulum Recruitment and Intracellular Replication of Legionella pneumophila__	Infect. Immun. May 2011, p. 1936Ð1950 Vol. 79, No. 5	10.1128/IAI.00805-10	2011	IAI			1		3	Duplicated blot strips, stretched	1	07-08-2015		1		1	Eva Hervet	Patricia Doublet	9	PhD	microbiology	0.2222	infection and immunity	Universite de lyon	Public	2007	5000	120000	24	France	-45.748056	-4.8522222											0	0	0	Original
Asim A. Siddiqui, Jia Xainli, Jesse Schloegel, Lenore Carias, Francis Ntumngia, Menachem Shoham, Joanne L. Casey, Michael Foley, John H. Adams, and Christopher L. King	Fine Specificity of Plasmodium vivax Duffy Binding Protein Binding Engagement of the Duffy Antigen on Human Erythrocytes	Infect. Immun. 2012, 80(8):2920	10.1128/IAI.00206-12	2012	IAI			1		3	duplicated, shifted, rotated blot strips/lanes	1	06-01-2015	1			1	Asim A. Siddiqui	Christopher L. King	9	PhD	Molecular Biology	0.3333	infection and immunity	Case Western Reserve University	Private	1826	3501	11874	3.3916024	United States	-41.503889	81.6080556	Urban	133	46.1	40.5	33.2	92	34.1	6.4	0.17	2.036111111	0	0	0	Original
Balamayooran Theivanthiran, Sanjay Batra, Gayathriy Balamayooran, Shanshan Cai, Koichi Kobayashi, Richard A. Flavell, and Samithamby Jeyaseelan	NOD2 Signaling Contributes to Host Defense in the Lungs against Escherichia coli Infection	Infect. Immun. 2012, 80(7):2558	10.1128/IAI.06230-11	2012	IAI			1		3	duplicated, shifted blot panels	1	05-01-2015	1			1	Balamayooran Theivanthiran	Samithamby Jeyaseelan	31	PhD	BioChemistry	3.096	infection and immunity	Harvard Medical School	Private	1782	11502	0	0	United States	-42.335833	71.105											0	0	0	Original
Javier Santander, Greg Golden, Soo-Young Wanda, and Roy Curtiss III	Fur-Regulated Iron Uptake System of Edwardsiella ictaluri and Its Influence on Pathogenesis and Immunogenicity in the Catfish Host	Infect. Immun. 2012, 80(8):2689	10.1128/IAI.00013-12	2012	IAI			1		3	rotated duplicated colony photo	1	12-01-2015		1		1	Javier Santander	Roy Curtiss III	17	PhD	MicroBiology	4.7058	molecular genetics	Arizona State University	Public	1885	4704	51585	10.966199	United States	-33.421111	111.933056	Urban	189	32.4	31.9	38.1	84.6	32	29.9	0.09	2.118055556	0	3	4	Original
Kaitlyn Morse, Junzo Norimine, Guy H. Palmer, Eric L. Sutten, Timothy V. Baszler, and Wendy C. Brown	Association and Evidence for Linked Recognition of Type IV Secretion System Proteins VirB9-1, VirB9-2 and VirB10 in Anaplasma marginale	Infect. Immun. 2012, 80(1):215	10.1128/IAI.05798-11	2012	IAI			1		3	duplicated blot strips, slightly shifted	1				1	1	Kaitlyn Morse	Wendy C. Brown	10	PhD	Pathology	0.6	cell culture	Washington State University	Public	1890	2261	30614	13.5400265	United States	-46.733333	117.166667	Rural	376	29	39.6	28.2	49.6	57.1	18.3	0.07	2.118055556	0	0	0	Original
Wael Abdel Halim Hegazy, Xin Xu, Leonid Metelitsa, and Michael Hensel	Evaluation of Salmonella enterica Type III Secretion System Effector Proteins as Carriers for Heterologous Vaccine Antigens	Infect. Immun. 2012, 80(3):1193	10.1128/IAI.06056-11	2012	IAI		1			2	duplicated gel panels, exact duplicate	1			1		1	Wael Abdel Halim Hegazy	Michael Hensel	18	PhD	MicroBiology	0.4444	genetics	University of Erlangen-Nuremberg	Public	1742	4036	38771	9.60629336	Germany	49.59791	11.004769	Urban	123	51.7	47	39.7	75.2	99.4	53.9	0.09	2.077083333	0	0	0	Original
Yun Sun, Wen-Jiang Zheng, Yong-Hua Hu, Bo-Guang Sun, and Li Sun	Edwardsiella tarda Eta1, an In Vivo-Induced Antigen That Is Involved in Host Infection	Infect. Immun. 2012, 80(8):2948	10.1128/IAI.00063-12	2012	IAI			1		3	very similar negative microscopy images, very similar cell grouping in other image	1				1	1	Yun Sun	Li Sun	26	PhD	biology	5.3461	life science	Chinese Academy of Sciences		1949	0	0	0	China	39.91151	116.36027											0	0	0	Original
